2025-01-07 11:45:03.814850 - INFO - Starting Kafka consumer script.
2025-01-07 11:45:04.500738 - INFO - Inserted to MongoDB: {'user_id': 69, 'activity': 'purchase', 'timestamp': '2025-01-07 09:40:52', '_id': ObjectId('677cf7a0b3cbcf303db42656')}
2025-01-07 11:49:33.025200 - INFO - Inserted to MongoDB: {'user_id': 73, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:49:32', '_id': ObjectId('677cf8adb3cbcf303db426de')}
2025-01-07 11:49:35.046317 - INFO - Inserted to MongoDB: {'user_id': 96, 'activity': 'login', 'timestamp': '2025-01-07 09:49:35', '_id': ObjectId('677cf8afb3cbcf303db426df')}
2025-01-07 11:49:37.088838 - INFO - Inserted to MongoDB: {'user_id': 88, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:49:37', '_id': ObjectId('677cf8b1b3cbcf303db426e0')}
2025-01-07 11:49:39.110677 - INFO - Inserted to MongoDB: {'user_id': 29, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:49:39', '_id': ObjectId('677cf8b3b3cbcf303db426e1')}
2025-01-07 11:49:41.133085 - INFO - Inserted to MongoDB: {'user_id': 49, 'activity': 'purchase', 'timestamp': '2025-01-07 09:49:41', '_id': ObjectId('677cf8b5b3cbcf303db426e2')}
2025-01-07 11:49:43.184433 - INFO - Inserted to MongoDB: {'user_id': 12, 'activity': 'view_item', 'timestamp': '2025-01-07 09:49:43', '_id': ObjectId('677cf8b7b3cbcf303db426e3')}
2025-01-07 11:49:45.218156 - INFO - Inserted to MongoDB: {'user_id': 71, 'activity': 'logout', 'timestamp': '2025-01-07 09:49:45', '_id': ObjectId('677cf8b9b3cbcf303db426e4')}
2025-01-07 11:49:47.263083 - INFO - Inserted to MongoDB: {'user_id': 51, 'activity': 'purchase', 'timestamp': '2025-01-07 09:49:47', '_id': ObjectId('677cf8bbb3cbcf303db426e5')}
2025-01-07 11:49:49.273230 - INFO - Inserted to MongoDB: {'user_id': 25, 'activity': 'purchase', 'timestamp': '2025-01-07 09:49:49', '_id': ObjectId('677cf8bdb3cbcf303db426e6')}
2025-01-07 11:49:51.296434 - INFO - Inserted to MongoDB: {'user_id': 27, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:49:51', '_id': ObjectId('677cf8bfb3cbcf303db426e7')}
2025-01-07 11:49:53.329043 - INFO - Inserted to MongoDB: {'user_id': 17, 'activity': 'login', 'timestamp': '2025-01-07 09:49:53', '_id': ObjectId('677cf8c1b3cbcf303db426e8')}
2025-01-07 11:49:55.356152 - INFO - Inserted to MongoDB: {'user_id': 56, 'activity': 'logout', 'timestamp': '2025-01-07 09:49:55', '_id': ObjectId('677cf8c3b3cbcf303db426e9')}
2025-01-07 11:49:57.381890 - INFO - Inserted to MongoDB: {'user_id': 33, 'activity': 'logout', 'timestamp': '2025-01-07 09:49:57', '_id': ObjectId('677cf8c5b3cbcf303db426ea')}
2025-01-07 11:49:59.399119 - INFO - Inserted to MongoDB: {'user_id': 36, 'activity': 'logout', 'timestamp': '2025-01-07 09:49:59', '_id': ObjectId('677cf8c7b3cbcf303db426eb')}
2025-01-07 11:50:01.427490 - INFO - Inserted to MongoDB: {'user_id': 20, 'activity': 'login', 'timestamp': '2025-01-07 09:50:01', '_id': ObjectId('677cf8c9b3cbcf303db426ec')}
2025-01-07 11:50:03.448884 - INFO - Inserted to MongoDB: {'user_id': 4, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:50:03', '_id': ObjectId('677cf8cbb3cbcf303db426ed')}
2025-01-07 11:50:05.475640 - INFO - Inserted to MongoDB: {'user_id': 47, 'activity': 'view_item', 'timestamp': '2025-01-07 09:50:05', '_id': ObjectId('677cf8cdb3cbcf303db426ee')}
2025-01-07 11:50:07.512281 - INFO - Inserted to MongoDB: {'user_id': 86, 'activity': 'view_item', 'timestamp': '2025-01-07 09:50:07', '_id': ObjectId('677cf8cfb3cbcf303db426ef')}
2025-01-07 11:50:09.540652 - INFO - Inserted to MongoDB: {'user_id': 76, 'activity': 'logout', 'timestamp': '2025-01-07 09:50:09', '_id': ObjectId('677cf8d1b3cbcf303db426f0')}
2025-01-07 11:50:30.126540 - INFO - Kafka consumer stopped by user.
